NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	16	16		
GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT	27	26		
GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	52	33		
GO_FATTY_ACID_BETA_OXIDATION	72	71		
GO_ACTIN_FILAMENT_BASED_PROCESS	744		Rejected!	
GO_RESPONSE_TO_FLUID_SHEAR_STRESS	36	33		
GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	28	23		
GO_TRANSITION_METAL_ION_TRANSPORT	123	114		
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	112	79		
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	161	154		
GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	116	114		
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	36	35		
GO_RESPONSE_TO_CORTICOSTEROID	166	147		
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	23	22		
GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	139	127		
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	81	31		
GO_CELL_PROJECTION_ASSEMBLY	559		Rejected!	
GO_GLUCOCORTICOID_METABOLIC_PROCESS	24	20		
GO_PROTEIN_MATURATION	281	259		
GO_SKELETAL_MUSCLE_ADAPTATION	30	24		
GO_PROTEIN_N_LINKED_GLYCOSYLATION	76	76		
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	81	78		
GO_HINDLIMB_MORPHOGENESIS	36	32		
GO_LOOP_OF_HENLE_DEVELOPMENT	11		Rejected!	
GO_VESICLE_ORGANIZATION	321	310		
GO_KERATINOCYTE_PROLIFERATION	40	35		
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	12		Rejected!	
GO_POSITIVE_REGULATION_OF_BINDING	182	172		
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	77	58		
GO_MALE_GENITALIA_DEVELOPMENT	22	21		
GO_REGULATION_OF_HYDROLASE_ACTIVITY	1277		Rejected!	
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT	43	40		
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	53	48		
GO_RESPONSE_TO_DIETARY_EXCESS	24	19		
GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	30	25		
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM	20	20		
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	145	131		
GO_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	14		Rejected!	
GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION	18	18		
GO_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	28	26		
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	126	120		
GO_NEURON_MATURATION	47	45		
GO_THYMIC_T_CELL_SELECTION	21	21		
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	233	209		
GO_COENZYME_A_METABOLIC_PROCESS	5		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_CILIUM	50	44		
GO_RNA_STABILIZATION	50	42		
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	297	286		
GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY	21	20		
GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	26	23		
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	57	48		
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	168	159		
GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	11		Rejected!	
GO_ADULT_BEHAVIOR	144	122		
GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE	21	18		
GO_SPINDLE_LOCALIZATION	42	40		
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	32	26		
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	541	495		
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	53	51		
GO_REGULATION_OF_PROTEIN_SUMOYLATION	22	19		
GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	272	263		
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	128	110		
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	17	17		
GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	20	19		
GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	36	34		
GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY	12		Rejected!	
GO_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	18	18		
GO_LUNG_CELL_DIFFERENTIATION	23	21		
GO_PLATELET_ACTIVATION	153	152		
GO_CYTOSKELETON_ORGANIZATION	1298		Rejected!	
GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	36	36		
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	73	73		
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	37	34		
GO_MATURATION_OF_SSU_RRNA	45	44		
GO_RESPONSE_TO_WOUNDING	674		Rejected!	
GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY	149	142		
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	14		Rejected!	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	49	46		
GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	19	17		
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH	185	175		
GO_MODIFIED_AMINO_ACID_TRANSPORT	23	23		
GO_CGMP_BIOSYNTHETIC_PROCESS	11		Rejected!	
GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	76	70		
GO_ASSOCIATIVE_LEARNING	77	66		
GO_SNORNA_METABOLIC_PROCESS	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	247	225		
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	25	19		
GO_COFACTOR_TRANSPORT	47	46		
GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	64	55		
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	70	66		
GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS	24	18		
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	28	27		
GO_REGULATION_OF_PROTEIN_DEACETYLATION	41	38		
GO_OTIC_VESICLE_DEVELOPMENT	14		Rejected!	
GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	27	25		
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	37	37		
GO_PHOSPHOLIPID_DEPHOSPHORYLATION	37	36		
GO_NEGATIVE_REGULATION_OF_DNA_REPAIR	34	33		
GO_METAL_ION_TRANSPORT	885		Rejected!	
GO_INSULIN_SECRETION	205	183		
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	54	49		
GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE	17	16		
GO_NECROTIC_CELL_DEATH	63	50		
GO_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	30	29		
GO_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	8		Rejected!	
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	150	145		
GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	7		Rejected!	
GO_CHROMOSOME_LOCALIZATION	75	69		
GO_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS	16		Rejected!	
GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	9		Rejected!	
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	365	332		
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	94	90		
GO_ACTIVATION_OF_GTPASE_ACTIVITY	94	83		
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	47	45		
GO_T_CELL_HOMEOSTASIS	38	37		
GO_HISTONE_METHYLATION	138	122		
GO_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	21	19		
GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	107	95		
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	101	98		
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	27	24		
GO_PEPTIDE_CROSS_LINKING	60	26		
GO_PEPTIDYL_SERINE_MODIFICATION	309	284		
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	266	252		
GO_ROUNDABOUT_SIGNALING_PATHWAY	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	81	79		
GO_GLUTAMATE_METABOLIC_PROCESS	23	23		
GO_SPHINGOMYELIN_METABOLIC_PROCESS	5		Rejected!	
GO_TRNA_METABOLIC_PROCESS	178	156		
GO_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY	16	15		
GO_POSITIVE_REGULATION_OF_LOCOMOTION	580		Rejected!	
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS	89	85		
GO_CELLULAR_RESPONSE_TO_LITHIUM_ION	13		Rejected!	
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	71	69		
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	22	21		
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	98	89		
GO_ERYTHROCYTE_HOMEOSTASIS	119	116		
GO_RESPONSE_TO_HEAT	178	165		
GO_NOTCH_RECEPTOR_PROCESSING	10		Rejected!	
GO_CELLULAR_RESPONSE_TO_CADMIUM_ION	37	33		
GO_SUCKLING_BEHAVIOR	13		Rejected!	
GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	41	38		
GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	265	249		
GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	22	21		
GO_REGULATION_OF_KINASE_ACTIVITY	864		Rejected!	
GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	44	33		
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	36	35		
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	37	34		
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	14		Rejected!	
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION	202	187		
GO_PEROXISOME_ORGANIZATION	81	79		
GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	14		Rejected!	
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	28	27		
GO_POLYOL_METABOLIC_PROCESS	69	66		
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	20	18		
GO_APICAL_JUNCTION_ASSEMBLY	62	61		
GO_LYMPHOCYTE_HOMEOSTASIS	63	62		
GO_SERTOLI_CELL_DEVELOPMENT	14		Rejected!	
GO_NEGATIVE_REGULATION_OF_RNA_SPLICING	25	25		
GO_CELL_CYCLE_PHASE_TRANSITION	621		Rejected!	
GO_TISSUE_MORPHOGENESIS	661		Rejected!	
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT	57	52		
GO_RESPONSE_TO_ANGIOTENSIN	27	23		
GO_DENDRITIC_SPINE_DEVELOPMENT	91	91		
GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION	43	38		
GO_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	21	20		
GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	10		Rejected!	
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	144	127		
GO_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS	16	16		
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS	40	35		
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	26	19		
GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	70	60		
GO_TRANSMISSION_OF_NERVE_IMPULSE	72	60		
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	230	178		
GO_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	23	19		
GO_MEMBRANE_FUSION	152	138		
GO_POSITIVE_REGULATION_OF_TOR_SIGNALING	38	34		
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	41	36		
GO_MALE_SEX_DETERMINATION	14		Rejected!	
GO_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	20	17		
GO_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	21	21		
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	307	293		
GO_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	166	145		
GO_LYMPHOCYTE_COSTIMULATION	56	56		
GO_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	30	25		
GO_COFACTOR_METABOLIC_PROCESS	444	421		
GO_BARBED_END_ACTIN_FILAMENT_CAPPING	19	18		
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	101	58		
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	30	27		
GO_3_UTR_MEDIATED_MRNA_STABILIZATION	22	16		
GO_DRUG_CATABOLIC_PROCESS	112	93		
GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	29	29		
GO_PRIMITIVE_STREAK_FORMATION	10		Rejected!	
GO_RESPONSE_TO_PHENYLPROPANOID	5		Rejected!	
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	287	212		
GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	53	48		
GO_CELLULAR_IRON_ION_HOMEOSTASIS	64	60		
GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	97	91		
GO_MACROMOLECULE_DEACYLATION	101	95		
GO_TRANSLATIONAL_INITIATION	193	185		
GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	18	17		
GO_SYNAPTIC_TRANSMISSION_CHOLINERGIC	29	26		
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	25	23		
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	20	18		
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	320	310		
GO_PLASMA_MEMBRANE_ORGANIZATION	93	89		
GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION	106	95		
GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	216	208		
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	40	34		
GO_WHITE_FAT_CELL_DIFFERENTIATION	13		Rejected!	
GO_OOGENESIS	82	70		
GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	14		Rejected!	
GO_ALDEHYDE_CATABOLIC_PROCESS	8		Rejected!	
GO_RESPONSE_TO_TYPE_I_INTERFERON	96	78		
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	96	95		
GO_HYALURONAN_CATABOLIC_PROCESS	16	16		
GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS	99	83		
GO_PENTOSE_PHOSPHATE_SHUNT	15		Rejected!	
GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	787		Rejected!	
GO_NEGATIVE_REGULATION_OF_LOCOMOTION	399	305		
GO_NCRNA_3_END_PROCESSING	46	35		
GO_LYMPH_NODE_DEVELOPMENT	17	16		
GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE	368	357		
GO_MITOCHONDRIAL_TRANSPORT	256	243		
GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	177	168		
GO_T_CELL_PROLIFERATION	181	172		
GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NEUROLOGICAL_SYSTEM_PROCESS	13		Rejected!	
GO_PROTEIN_TARGETING	427	414		
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	16	15		
GO_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	35	34		
GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	54	47		
GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	43	30		
GO_GLIAL_CELL_DEVELOPMENT	110	102		
GO_MITOCHONDRIAL_TRANSLATION	135	133		
GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	16	16		
GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION	286	239		
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	92	80		
GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	65	54		
GO_POLYOL_CATABOLIC_PROCESS	24	23		
GO_SECOND_MESSENGER_MEDIATED_SIGNALING	442	377		
GO_CELL_CELL_SIGNALING	1644		Rejected!	
GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	31	31		
GO_POSITIVE_REGULATION_OF_COAGULATION	27	27		
GO_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	29	29		
GO_LUNG_MORPHOGENESIS	50	47		
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	17		Rejected!	
GO_OXIDATIVE_DEMETHYLATION	17	16		
GO_REGULATION_OF_MACROPHAGE_ACTIVATION	63	53		
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	95	90		
GO_POSITIVE_REGULATION_OF_MAPK_CASCADE	542	484		
GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	184	170		
GO_L_AMINO_ACID_TRANSPORT	66	57		
GO_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	12		Rejected!	
GO_REGULATION_OF_MUSCLE_CONTRACTION	170	145		
GO_REGULATION_OF_CHOLESTEROL_EFFLUX	38	23		
GO_REGULATION_OF_EXOCYTOSIS	215	202		
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	41	36		
GO_ANION_TRANSMEMBRANE_TRANSPORT	271	245		
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	19	17		
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	1098		Rejected!	
GO_RENAL_VESICLE_DEVELOPMENT	20	20		
GO_REGULATION_OF_BODY_FLUID_LEVELS	499	444		
GO_REGULATION_OF_HORMONE_LEVELS	513	458		
GO_BONE_CELL_DEVELOPMENT	34	34		
GO_REGULATION_OF_DEFENSE_RESPONSE	764		Rejected!	
GO_NEGATIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS	24	17		
GO_POSITIVE_REGULATION_OF_HEART_GROWTH	53	37		
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	51	45		
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	140	117		
GO_VESICLE_TARGETING	93	92		
GO_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	40	40		
GO_LAYER_FORMATION_IN_CEREBRAL_CORTEX	13		Rejected!	
GO_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	18	18		
GO_SEX_DETERMINATION	23	17		
GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS	14		Rejected!	
GO_B_CELL_PROLIFERATION	93	71		
GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	158	149		
GO_PROTEASOME_ASSEMBLY	13		Rejected!	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	117	114		
GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	19	19		
GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	44	39		
GO_RESPONSE_TO_POTASSIUM_ION	15		Rejected!	
GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	56	52		
GO_SMALL_MOLECULE_METABOLIC_PROCESS	1688		Rejected!	
GO_THYMUS_DEVELOPMENT	46	44		
GO_NEGATIVE_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION	19	19		
GO_HOMEOSTATIC_PROCESS	1913		Rejected!	
GO_CEREBELLAR_CORTEX_MORPHOGENESIS	30	29		
GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT	13		Rejected!	
GO_MORPHOGENESIS_OF_AN_EPITHELIUM	526	499		
GO_OSTEOBLAST_DIFFERENTIATION	214	192		
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	115	87		
GO_DEFENSE_RESPONSE_TO_VIRUS	239	207		
GO_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	526	78		
GO_REGULATION_OF_RUFFLE_ASSEMBLY	29	28		
GO_CELLULAR_PIGMENTATION	50	50		
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	12		Rejected!	
GO_VACUOLAR_TRANSPORT	138	132		
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	175	155		
GO_POSITIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	15	15		
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY	108	104		
GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY	22	16		
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD	21	20		
GO_SUPEROXIDE_METABOLIC_PROCESS	71	66		
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	486	444		
GO_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	83	79		
GO_PHOTOTRANSDUCTION	61	43		
GO_REGULATION_OF_LIGASE_ACTIVITY	9		Rejected!	
GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	106	88		
GO_SULFATE_TRANSPORT	17	16		
GO_RESPONSE_TO_FOOD	38	27		
GO_TELOMERE_ORGANIZATION	175	143		
GO_IMMUNE_SYSTEM_DEVELOPMENT	972		Rejected!	
GO_CAMP_BIOSYNTHETIC_PROCESS	10		Rejected!	
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	80	77		
GO_CELLULAR_COMPONENT_MAINTENANCE	55	53		
GO_RRNA_METABOLIC_PROCESS	209	206		
GO_RESPIRATORY_SYSTEM_PROCESS	29	25		
GO_NEUROTRANSMITTER_TRANSPORT	267	239		
GO_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	35	34		
GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	36	36		
GO_PH_REDUCTION	53	50		
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY	11		Rejected!	
GO_MONOSACCHARIDE_CATABOLIC_PROCESS	39	37		
GO_RESPONSE_TO_FUNGICIDE	11		Rejected!	
GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	12		Rejected!	
GO_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	27	26		
GO_PROTEIN_NEDDYLATION	15		Rejected!	
GO_POTASSIUM_ION_HOMEOSTASIS	29	26		
GO_HORMONE_TRANSPORT	319	282		
GO_PROTEIN_CATABOLIC_PROCESS	911		Rejected!	
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GO_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	17		Rejected!	
GO_INORGANIC_ANION_TRANSPORT	168	149		
GO_CARBOHYDRATE_PHOSPHORYLATION	25	25		
GO_PROTEIN_IMPORT	183	175		
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	72	67		
GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	75	69		
GO_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION	17	16		
GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	29	27		
GO_REGULATION_OF_HEAT_GENERATION	13		Rejected!	
GO_REGULATION_OF_FIBROBLAST_MIGRATION	35	29		
GO_INDUCTION_OF_POSITIVE_CHEMOTAXIS	14		Rejected!	
GO_REGENERATION	195	173		
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	224	212		
GO_REGULATION_OF_TRANSLATIONAL_ELONGATION	19	17		
GO_CELL_MATRIX_ADHESION	224	214		
GO_PITUITARY_GLAND_DEVELOPMENT	43	29		
GO_MATING	40	32		
GO_DEVELOPMENTAL_INDUCTION	33	30		
GO_REGULATION_OF_TRANSFERASE_ACTIVITY	963		Rejected!	
GO_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	17		Rejected!	
GO_CHROMOSOME_SEPARATION	90	86		
GO_TISSUE_HOMEOSTASIS	221	191		
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	16	16		
GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	25	21		
GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	23	21		
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	351	332		
GO_CELL_CYCLE_ARREST	244	227		
GO_THYROID_HORMONE_METABOLIC_PROCESS	20	19		
GO_APOPTOTIC_CELL_CLEARANCE	44	43		
GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM	161	131		
GO_RIBOSOME_ASSEMBLY	64	60		
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	40	37		
GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR	9		Rejected!	
GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	89	88		
